https://cloud.google.com/ 	https://cloud.google.com/?hl=ko 	https	https
<a class="devsite-nav-title" href="https://cloud.google.com/solutions#hr-and-recruiting" track-type="navMenu" track-name="solutions" track-metadata-eventDetail="hrAndRecruiting" track-metadata-position="nav" > 	None	<a>	None
HR and recruiting 	None	hr	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions#role-based-solutions-marketing" track-type="navMenu" track-name="solutions" track-metadata-eventDetail="marketing" track-metadata-position="nav" > 	None	<a>	None
Marketing 	None	marketing	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions#role-based-solutions-smb" track-type="navMenu" track-name="solutions" track-metadata-eventDetail="smallBusinessOwners" track-metadata-position="nav" > 	None	<a>	None
Small business owners 	None	small	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section ">	None	<ul>	None
<li class="devsite-nav-item devsite-nav-item-heading">	None	<li>	None
<span class="devsite-nav-title devsite-nav-title-no-path">	None	<span>	None
</span>	None	</span>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com" >	None	<a>	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
</div>	None	</div>	None
<div class="devsite-dropdown-menu-column">	None	<div>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-type4">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/solutions/" track-type="navMenu" track-name="solutions" track-metadata-eventDetail="seeAllSolutions" track-metadata-position="nav" > 	None	<a>	None
See all solutions 	None	see	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
</div>	None	</div>	None
</div>	None	</div>	None
</div>	None	</div>	None
</li>	None	</li>	None
<li class="devsite-doc-set-nav-tab-container devsite-nav-tab devsite-dropdown-menu-container">	None	<li>	None
<a href="https://cloud.google.com/products/" class=" devsite-nav-tab devsite-doc-set-nav-tab devsite-doc-set-nav-tab-link gc-analytics-event" data-category="Site-Wide Custom Events" data-label="Tab: Products" track-type="globalNav" track-name="products" track-metadata-position="nav" track-metadata-eventDetail="nav" > 	None	<a>	None
Products 	None	products	None
</a>	None	</a>	None
<span class="devsite-menu-toggle devsite-nav-tab material-icons">	None	<span>	None
</span>	None	</span>	None
<div class="devsite-dropdown-menu-wrapper devsite-dropdown-menu-full">	None	<div>	None
<div class="devsite-dropdown-menu">	None	<div>	None
<div class="devsite-dropdown-menu-column">	None	<div>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links-heading">	None	<ul>	None
<li class="devsite-nav-item devsite-nav-item-heading">	None	<li>	None
<span class="devsite-nav-title devsite-nav-title-no-path"> 	None	<span>	None
Google Cloud Platform 	None	google	None
</span>	None	</span>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com" >	None	<a>	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/machine-learning/" track-type="navMenu" track-name="products" track-metadata-eventDetail="aiAndMachineLearning" track-metadata-position="nav" > 	None	<a>	None
AI and machine learning 	None	ai	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/text-to-speech/" track-type="navMenu" track-name="products" track-metadata-eventDetail="textToSpeech" track-metadata-position="nav" > 	None	<a>	None
Text-to-Speech 	None	text	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/vision/" track-type="navMenu" track-name="products" track-metadata-eventDetail="vision" track-metadata-position="nav" > 	None	<a>	None
Vision 	None	vision	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/translate/" track-type="navMenu" track-name="products" track-metadata-eventDetail="translation" track-metadata-position="nav" > 	None	<a>	None
Translation 	None	translation	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/machine-learning/" track-type="navMenu" track-name="products" track-metadata-eventDetail="more" track-metadata-position="nav" > 	None	<a>	None
More 	None	more	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products#api-management" track-type="navMenu" track-name="products" track-metadata-eventDetail="apiPlatformAndEcosystem" track-metadata-position="nav" > 	None	<a>	None
API management 	None	api	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/apigee/" track-type="navMenu" track-name="products" track-metadata-eventDetail="apigeeApiPlatform" track-metadata-position="nav" > 	None	<a>	None
Apigee API Platform 	None	apigee	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/endpoints/" track-type="navMenu" track-name="products" track-metadata-eventDetail="cloudEndpoints" track-metadata-position="nav" > 	None	<a>	None
Cloud Endpoints 	None	cloud	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products#api-management" track-type="navMenu" track-name="products" track-metadata-eventDetail="more" track-metadata-position="nav" > 	None	<a>	None
More 	None	more	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/cloud-services-platform/" track-type="navMenu" track-name="products" track-metadata-eventDetail="cloudServicesPlatform" track-metadata-position="nav" > 	None	<a>	None
Cloud Services Platform 	None	cloud	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/gke-on-prem/" track-type="navMenu" track-name="products" track-metadata-eventDetail="gkeOnPrem" track-metadata-position="nav" > 	None	<a>	None
GKE On-Prem 	None	gke	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/istio/docs/istio-on-gke/overview/" track-type="navMenu" track-name="products" track-metadata-eventDetail="istioOnGke" track-metadata-position="nav" > 	None	<a>	None
Istio on GKE 	None	istio	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/cloud-services-platform/" track-type="navMenu" track-name="products" track-metadata-eventDetail="more" track-metadata-position="nav" > 	None	<a>	None
More 	None	more	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/compute/" track-type="navMenu" track-name="products" track-metadata-eventDetail="compute" track-metadata-position="nav" > 	None	<a>	None
Compute 	None	compute	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/compute/" track-type="navMenu" track-name="products" track-metadata-eventDetail="computeEngine" track-metadata-position="nav" > 	None	<a>	None
Compute Engine 	None	compute	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/appengine/" track-type="navMenu" track-name="products" track-metadata-eventDetail="appEngine" track-metadata-position="nav" > 	None	<a>	None
App Engine 	None	app	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/compute/" track-type="navMenu" track-name="products" track-metadata-eventDetail="more" track-metadata-position="nav" > 	None	<a>	None
More 	None	more	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/big-data/" track-type="navMenu" track-name="products" track-metadata-eventDetail="dataAnalytics" track-metadata-position="nav" > 	None	<a>	None
Data analytics 	None	data	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/bigquery/" track-type="navMenu" track-name="products" track-metadata-eventDetail="bigquery" track-metadata-position="nav" > 	None	<a>	None
BigQuery 	None	bigquery	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/datalab/" track-type="navMenu" track-name="products" track-metadata-eventDetail="cloudDatalab" track-metadata-position="nav" > 	None	<a>	None
Cloud Datalab 	None	cloud	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/big-data/" track-type="navMenu" track-name="products" track-metadata-eventDetail="more" track-metadata-position="nav" > 	None	<a>	None
More 	None	more	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products#databases" track-type="navMenu" track-name="products" track-metadata-eventDetail="databases" track-metadata-position="nav" > 	None	<a>	None
Databases 	None	databases	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/sql/" track-type="navMenu" track-name="products" track-metadata-eventDetail="cloudSql" track-metadata-position="nav" > 	None	<a>	None
Cloud SQL 	None	cloud	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/datastore/" track-type="navMenu" track-name="products" track-metadata-eventDetail="cloudDatastore" track-metadata-position="nav" > 	None	<a>	None
Cloud Datastore 	None	cloud	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products#databases" track-type="navMenu" track-name="products" track-metadata-eventDetail="more" track-metadata-position="nav" > 	None	<a>	None
More 	None	more	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
</div>	None	</div>	None
<div class="devsite-dropdown-menu-column">	None	<div>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links cloud-dropdown-inline-links-noheading">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/tools/" track-type="navMenu" track-name="products" track-metadata-eventDetail="developerTools" track-metadata-position="nav" > 	None	<a>	None
Developer Tools 	None	developer	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/container-registry/" track-type="navMenu" track-name="products" track-metadata-eventDetail="containerRegistry" track-metadata-position="nav" > 	None	<a>	None
Container Registry 	None	container	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/sdk/" track-type="navMenu" track-name="products" track-metadata-eventDetail="cloudSdk" track-metadata-position="nav" > 	None	<a>	None
Cloud SDK 	None	cloud	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products/tools/" track-type="navMenu" track-name="products" track-metadata-eventDetail="more" track-metadata-position="nav" > 	None	<a>	None
More 	None	more	None
</a>	None	</a>	None
</li>	None	</li>	None
</ul>	None	</ul>	None
<ul class="devsite-nav-list devsite-dropdown-menu-section cloud-dropdown-type2 cloud-dropdown-inline-links">	None	<ul>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/products#internet-of-things" track-type="navMenu" track-name="products" track-metadata-eventDetail="internetOfThings" track-metadata-position="nav" > 	None	<a>	None
Internet of things 	None	internet	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/iot-core/" track-type="navMenu" track-name="products" track-metadata-eventDetail="cloudIotCore" track-metadata-position="nav" > 	None	<a>	None
Cloud IoT Core 	None	cloud	None
</a>	None	</a>	None
</li>	None	</li>	None
<li class="devsite-nav-item">	None	<li>	None
<a class="devsite-nav-title" href="https://cloud.google.com/iot-edge/" track-type="navMenu" track-name="products" track-metadata-eventDetail="cloudIotEdge" track-metadata-position="nav" > 	None	<a>	None
